Year,Date,Type,Landsize,BuildingArea,Rooms2,Bathroom,Car,Suburb,Distance,Date_int,Type_int,Suburb_avg,Price,(Predict)
2016.0,2016-12-11,h,214.0,190.0,3.0,2.0,2.0,Abbotsford,2.5,1481414400.0,2.0,1031000.0,1350000.0,1698468
2016.0,2016-12-11,u,599.51,94.0,2.0,2.0,1.0,Abbotsford,2.5,1481414400.0,0.0,1031000.0,750000.0,808518
2016.0,2016-12-11,h,683.8,185.58,4.0,1.87,1.87,Abbotsford,2.5,1481414400.0,2.0,1031000.0,1985000.0,2042582
2016.0,2016-12-11,u,627.08,121.03,1.0,1.32,1.48,Abbotsford,2.5,1481414400.0,0.0,1031000.0,500000.0,477023
2016.0,2016-08-13,h,195.0,164.45,2.0,1.0,1.0,Abbotsford,2.5,1471046400.0,2.0,1031000.0,1172500.0,1208412
2016.0,2016-05-14,u,627.24,121.02,1.0,1.0,1.0,Abbotsford,2.5,1463184000.0,0.0,1031000.0,441000.0,424197
2016.0,2016-10-15,h,238.0,97.0,2.0,1.0,2.0,Abbotsford,2.5,1476489600.0,2.0,1031000.0,1310000.0,1242076
2016.0,2016-07-16,h,113.0,110.0,3.0,2.0,1.0,Abbotsford,2.5,1468627200.0,2.0,1031000.0,1200000.0,1254078
2016.0,2016-07-16,t,590.02,139.85,2.0,1.51,1.75,Abbotsford,2.5,1468627200.0,1.0,1031000.0,847000.0,862409
2016.0,2016-07-16,h,138.0,105.0,2.5,1.0,1.0,Abbotsford,2.5,1468627200.0,2.0,1031000.0,1176500.0,1211053
2016.0,2016-09-17,h,183.0,147.39,3.0,1.0,0.0,Abbotsford,2.5,1474070400.0,2.0,1031000.0,955000.0,1139945
2016.0,2016-09-17,h,150.0,73.0,2.0,1.0,1.0,Abbotsford,2.5,1474070400.0,2.0,1031000.0,890000.0,1040642
2017.0,2017-03-18,h,780.0,135.0,4.0,2.0,2.0,Abbotsford,2.5,1489795200.0,2.0,1031000.0,1330000.0,1551582
2017.0,2017-03-18,t,658.07,142.88,3.0,2.0,2.0,Abbotsford,2.5,1489795200.0,1.0,1031000.0,900000.0,1021224
2017.0,2017-03-18,u,4290.0,27.0,3.0,2.0,2.0,Abbotsford,2.5,1489795200.0,0.0,1031000.0,1090000.0,1197984
2016.0,2016-06-18,u,627.18,60.0,2.0,1.0,1.0,Abbotsford,2.5,1466208000.0,0.0,1031000.0,500000.0,467694
2016.0,2016-06-18,h,124.0,135.0,2.0,2.0,1.0,Abbotsford,2.5,1466208000.0,2.0,1031000.0,1100000.0,1043270
2016.0,2016-11-19,h,147.0,85.0,2.0,1.0,0.0,Abbotsford,2.5,1479513600.0,2.0,1031000.0,1315000.0,1096750
2016.0,2016-11-19,u,627.29,121.03,1.0,1.32,1.46,Abbotsford,2.5,1479513600.0,0.0,1031000.0,480000.0,473293
2016.0,2016-05-22,u,627.0,121.03,1.0,1.31,1.45,Abbotsford,2.5,1463875200.0,0.0,1031000.0,423500.0,406607
2016.0,2016-08-22,u,627.24,121.02,1.0,1.0,1.0,Abbotsford,2.5,1471824000.0,0.0,1031000.0,426000.0,425842
2016.0,2016-08-22,h,166.0,174.0,3.0,3.0,1.0,Abbotsford,2.5,1471824000.0,2.0,1031000.0,1447500.0,1496733
2016.0,2016-08-22,u,627.22,50.0,1.0,1.0,1.0,Abbotsford,2.5,1471824000.0,0.0,1031000.0,457000.0,422773
2016.0,2016-08-22,h,98.0,128.0,2.0,2.0,2.0,Abbotsford,2.5,1471824000.0,2.0,1031000.0,1135000.0,1105215
2016.0,2016-04-23,h,614.18,129.67,2.0,1.45,1.71,Abbotsford,2.5,1461369600.0,2.0,1031000.0,700000.0,705054
2016.0,2016-09-24,h,607.61,176.56,4.0,3.0,1.0,Abbotsford,2.5,1474675200.0,2.0,1031000.0,1542000.0,1559255
2017.0,2017-02-25,t,662.09,147.49,3.0,1.54,1.74,Abbotsford,2.5,1487980800.0,1.0,1031000.0,962000.0,984049
2017.0,2017-02-25,h,147.0,18.0,3.0,2.0,2.0,Abbotsford,2.5,1487980800.0,2.0,1031000.0,1290000.0,1419399
2017.0,2017-02-25,h,168.0,124.0,3.0,1.0,1.0,Abbotsford,2.5,1487980800.0,2.0,1031000.0,1290000.0,1219809
2016.0,2016-07-26,u,627.41,50.0,1.0,1.0,1.0,Abbotsford,2.5,1469491200.0,0.0,1031000.0,470000.0,418535
2016.0,2016-11-27,h,162.0,91.0,2.0,1.0,0.0,Abbotsford,2.5,1480204800.0,2.0,1031000.0,1180000.0,1170783
2016.0,2016-11-27,h,120.0,128.0,3.0,2.0,1.0,Abbotsford,2.5,1480204800.0,2.0,1031000.0,1195000.0,1283133
2016.0,2016-05-28,h,182.0,82.0,2.0,1.0,0.0,Abbotsford,2.5,1464393600.0,2.0,1031000.0,1012500.0,1044883
2016.0,2016-05-28,u,661.59,147.66,2.0,1.54,1.73,Abbotsford,2.5,1464393600.0,0.0,1031000.0,970000.0,948377
2016.0,2016-07-30,h,172.0,81.0,2.0,1.0,1.0,Abbotsford,2.5,1469836800.0,2.0,1031000.0,1030000.0,1050852
2016.0,2016-07-30,h,655.38,144.5,3.0,1.52,1.74,Abbotsford,2.5,1469836800.0,2.0,1031000.0,927000.0,955894
2016.0,2016-03-09,t,303.0,225.0,3.0,2.0,1.0,Airport West,13.5,1457481600.0,1.0,747925.93,840000.0,653262
2016.0,2016-03-12,h,607.36,145.0,3.0,2.0,1.0,Airport West,13.5,1457740800.0,2.0,747925.93,730000.0,825359
2017.0,2017-04-03,h,596.03,145.0,3.0,2.0,1.0,Airport West,13.5,1491177600.0,2.0,747925.93,770000.0,844861
2017.0,2017-04-03,h,272.0,84.0,2.0,1.0,1.0,Airport West,13.5,1491177600.0,2.0,747925.93,603000.0,578610
2017.0,2017-04-03,t,239.0,134.0,3.0,2.0,2.0,Airport West,13.5,1491177600.0,1.0,747925.93,700000.0,651323
2017.0,2017-04-03,h,290.0,116.0,2.5,1.0,1.0,Airport West,13.5,1491177600.0,2.0,747925.93,600000.0,614898
2017.0,2017-04-03,u,168.0,86.0,2.0,1.0,1.0,Airport West,13.5,1491177600.0,0.0,747925.93,500000.0,462048
2016.0,2016-04-06,t,627.72,121.03,2.0,1.31,1.45,Airport West,13.5,1459900800.0,1.0,747925.93,420000.0,401317
2016.0,2016-04-06,t,627.08,121.03,3.0,1.33,1.48,Airport West,13.5,1459900800.0,1.0,747925.93,500000.0,494043
2016.0,2016-06-08,h,653.92,158.99,5.0,1.56,1.74,Airport West,13.5,1465344000.0,2.0,747925.93,1035000.0,1036630
2016.0,2016-06-08,h,662.8,147.49,4.0,1.54,1.74,Airport West,13.5,1465344000.0,2.0,747925.93,960000.0,931779
2016.0,2016-06-08,h,662.8,147.49,4.0,1.54,1.74,Airport West,13.5,1465344000.0,2.0,747925.93,960000.0,931779
2016.0,2016-06-08,h,620.0,131.63,2.5,1.0,1.0,Airport West,13.5,1465344000.0,2.0,747925.93,720000.0,685629
2016.0,2016-06-08,h,597.0,127.0,3.5,1.0,2.0,Airport West,13.5,1465344000.0,2.0,747925.93,785000.0,675721
2016.0,2016-07-05,h,976.0,186.0,6.0,3.0,2.0,Airport West,13.5,1467676800.0,2.0,747925.93,725000.0,937907
2016.0,2016-07-05,t,110.0,90.0,2.0,1.0,1.0,Airport West,13.5,1467676800.0,1.0,747925.93,450000.0,466823
2016.0,2016-07-11,u,141.0,73.0,2.0,1.0,1.0,Airport West,13.5,1468195200.0,0.0,747925.93,515000.0,433967
2016.0,2016-08-10,h,610.66,128.31,3.0,1.44,1.7,Airport West,13.5,1470787200.0,2.0,747925.93,680000.0,683998
2016.0,2016-10-09,u,120.0,94.0,2.0,1.0,1.0,Airport West,13.5,1475971200.0,0.0,747925.93,530000.0,469205
2016.0,2016-10-09,h,1063.0,133.0,3.0,1.0,6.0,Airport West,13.5,1475971200.0,2.0,747925.93,895000.0,900292
2016.0,2016-10-09,u,618.78,121.95,3.0,1.4,1.61,Airport West,13.5,1475971200.0,0.0,747925.93,600000.0,598278
2016.0,2016-10-12,h,593.85,105.0,3.0,1.0,1.0,Airport West,13.5,1476230400.0,2.0,747925.93,805000.0,691926
2016.0,2016-10-12,t,592.86,134.13,3.0,1.47,1.73,Airport West,13.5,1476230400.0,1.0,747925.93,760000.0,734864
2017.0,2017-11-02,u,265.0,130.0,3.0,1.0,1.0,Airport West,13.5,1509580800.0,0.0,747925.93,752000.0,621066
2016.0,2016-12-11,u,626.06,121.36,3.0,1.38,1.58,Airport West,13.5,1481414400.0,0.0,747925.93,580000.0,571080
2016.0,2016-12-11,h,612.69,131.62,3.0,1.46,1.72,Airport West,13.5,1481414400.0,2.0,747925.93,725000.0,721211
2016.0,2016-08-13,h,592.82,134.02,4.0,1.47,1.73,Airport West,13.5,1471046400.0,2.0,747925.93,758000.0,742585
2016.0,2016-08-13,u,192.0,120.91,2.0,1.0,1.0,Airport West,13.5,1471046400.0,0.0,747925.93,440000.0,463243
2016.0,2016-05-14,h,661.51,147.66,3.0,1.54,1.74,Airport West,13.5,1463184000.0,2.0,747925.93,970000.0,916416
2016.0,2016-05-14,h,596.0,134.22,4.0,2.0,2.0,Airport West,13.5,1463184000.0,2.0,747925.93,755000.0,721169
2016.0,2016-10-15,h,657.68,148.34,4.0,1.54,1.74,Airport West,13.5,1476489600.0,2.0,747925.93,985000.0,942001
2016.0,2016-10-15,t,165.0,133.0,3.0,2.0,2.0,Airport West,13.5,1476489600.0,1.0,747925.93,700000.0,661052
2016.0,2016-10-15,u,627.08,121.03,2.0,1.33,1.49,Airport West,13.5,1476489600.0,0.0,747925.93,509500.0,497358
2016.0,2016-04-16,h,971.0,113.0,3.0,1.0,2.0,Airport West,13.5,1460764800.0,2.0,747925.93,830000.0,816998
2016.0,2016-07-16,u,164.0,120.89,2.0,1.0,1.0,Airport West,13.5,1468627200.0,0.0,747925.93,462500.0,451076
2016.0,2016-07-16,h,657.0,127.79,3.0,2.0,2.0,Airport West,13.5,1468627200.0,2.0,747925.93,670000.0,722175
2016.0,2016-07-16,h,612.0,100.0,2.0,1.0,1.0,Airport West,13.5,1468627200.0,2.0,747925.93,675000.0,649915
2016.0,2016-07-16,h,612.0,174.0,3.0,2.0,5.0,Airport West,13.5,1468627200.0,2.0,747925.93,1042000.0,948529
2016.0,2016-09-17,h,775.0,143.78,3.0,1.0,1.0,Airport West,13.5,1474070400.0,2.0,747925.93,910000.0,854527
2016.0,2016-09-17,h,531.0,309.0,4.5,3.0,4.0,Airport West,13.5,1474070400.0,2.0,747925.93,773000.0,855993
2016.0,2016-09-17,h,610.59,130.65,3.0,1.45,1.72,Airport West,13.5,1474070400.0,2.0,747925.93,715000.0,703893
2017.0,2017-03-18,h,555.0,192.0,3.0,3.0,2.0,Airport West,13.5,1489795200.0,2.0,747925.93,810000.0,914487
2017.0,2017-03-18,h,422.0,126.0,3.0,2.0,2.0,Airport West,13.5,1489795200.0,2.0,747925.93,715000.0,697906
2017.0,2017-03-18,h,614.0,136.44,3.0,1.0,3.0,Airport West,13.5,1489795200.0,2.0,747925.93,790000.0,773151
2016.0,2016-06-18,t,627.72,121.03,2.0,1.31,1.45,Airport West,13.5,1466208000.0,1.0,747925.93,460000.0,402962
2016.0,2016-06-18,t,161.0,101.0,2.5,2.0,1.0,Airport West,13.5,1466208000.0,1.0,747925.93,540000.0,537167
2016.0,2016-11-19,t,293.0,102.0,3.0,2.0,1.0,Airport West,13.5,1479513600.0,1.0,747925.93,825000.0,651409
2016.0,2016-05-22,h,579.0,113.0,3.0,1.0,1.0,Airport West,13.5,1463875200.0,2.0,747925.93,685000.0,669469
2016.0,2016-05-22,u,627.72,121.03,3.0,1.31,1.45,Airport West,13.5,1463875200.0,0.0,747925.93,445000.0,399895
2016.0,2016-08-22,h,623.0,137.91,3.0,1.0,1.0,Airport West,13.5,1471824000.0,2.0,747925.93,805000.0,748221
2016.0,2016-08-22,u,141.0,76.0,2.0,1.0,1.0,Airport West,13.5,1471824000.0,0.0,747925.93,510000.0,436312
2016.0,2016-08-22,h,212.0,122.87,3.0,2.0,1.0,Airport West,13.5,1471824000.0,2.0,747925.93,612000.0,584162
2016.0,2016-04-23,h,612.0,127.19,3.0,1.0,2.0,Airport West,13.5,1461369600.0,2.0,747925.93,662000.0,668123
2016.0,2016-09-24,h,532.0,148.29,4.0,3.0,2.0,Airport West,13.5,1474675200.0,2.0,747925.93,978000.0,906740
2017.0,2017-02-25,h,585.0,131.63,3.0,1.0,1.0,Airport West,13.5,1487980800.0,2.0,747925.93,720000.0,716115
2016.0,2016-07-26,u,627.57,121.03,2.0,1.31,1.46,Airport West,13.5,1469491200.0,0.0,747925.93,474000.0,449895
2016.0,2016-07-26,t,627.39,121.03,2.0,1.32,1.47,Airport West,13.5,1469491200.0,1.0,747925.93,490000.0,487506
2016.0,2016-06-27,h,627.72,121.03,3.0,1.31,1.45,Airport West,13.5,1466985600.0,2.0,747925.93,405000.0,508817
2016.0,2016-11-27,t,610.59,130.65,3.0,1.45,1.72,Airport West,13.5,1480204800.0,1.0,747925.93,715000.0,713760
2016.0,2016-11-27,u,619.36,127.69,3.0,1.44,1.69,Airport West,13.5,1480204800.0,0.0,747925.93,671500.0,660898
2016.0,2016-11-27,h,509.0,134.99,4.0,1.0,2.0,Airport West,13.5,1480204800.0,2.0,747925.93,765000.0,728484
2016.0,2016-11-27,h,628.0,146.0,4.0,2.0,3.0,Airport West,13.5,1480204800.0,2.0,747925.93,900000.0,879273
2016.0,2016-08-28,u,594.36,138.47,3.0,1.5,1.74,Airport West,13.5,1472342400.0,0.0,747925.93,820000.0,755101
2016.0,2016-07-30,u,614.18,125.57,3.0,1.43,1.66,Airport West,13.5,1469836800.0,0.0,747925.93,650000.0,638343
2016.0,2016-07-30,t,625.54,121.07,3.0,1.36,1.54,Airport West,13.5,1469836800.0,1.0,747925.93,552000.0,569757
2016.0,2016-03-09,h,120.0,82.0,2.0,1.0,0.0,Albert Park,3.3,1457481600.0,2.0,1963403.41,1275000.0,1279346
2016.0,2016-03-09,h,159.0,174.09,2.0,1.0,0.0,Albert Park,3.3,1457481600.0,2.0,1963403.41,1455000.0,1481826
2017.0,2017-04-03,h,211.0,198.0,3.0,2.0,0.0,Albert Park,3.3,1491177600.0,2.0,1963403.41,2850000.0,2562397
2017.0,2017-04-03,h,128.0,133.0,3.0,2.0,0.0,Albert Park,3.3,1491177600.0,2.0,1963403.41,1850000.0,1736800
2017.0,2017-04-03,h,130.0,81.0,2.0,1.0,0.0,Albert Park,3.3,1491177600.0,2.0,1963403.41,1436000.0,1336060
2016.0,2016-06-08,h,147.0,161.94,1.5,1.0,0.0,Albert Park,3.3,1465344000.0,2.0,1963403.41,1110000.0,1174192
2016.0,2016-07-05,h,167.0,176.67,2.0,1.0,1.0,Albert Park,3.3,1467676800.0,2.0,1963403.41,1550000.0,1539673
2016.0,2016-07-05,h,153.0,180.0,4.0,2.0,1.0,Albert Park,3.3,1467676800.0,2.0,1963403.41,2300000.0,2087487
2016.0,2016-07-11,t,718.0,176.67,3.0,2.0,2.0,Albert Park,3.3,1468195200.0,1.0,1963403.41,1550000.0,1572704
2016.0,2016-07-11,h,132.0,159.0,3.0,2.0,1.0,Albert Park,3.3,1468195200.0,2.0,1963403.41,1800000.0,1576280
2016.0,2016-08-10,h,697.92,190.0,3.0,1.93,1.91,Albert Park,3.3,1470787200.0,2.0,1963403.41,2485000.0,2445195
2016.0,2016-10-09,h,199.0,107.0,2.0,1.0,1.0,Albert Park,3.3,1475971200.0,2.0,1963403.41,2120000.0,1846437
2016.0,2016-10-09,h,253.0,183.45,3.0,1.0,1.0,Albert Park,3.3,1475971200.0,2.0,1963403.41,1800000.0,1900477
2016.0,2016-10-09,h,90.0,122.0,3.0,2.0,1.0,Albert Park,3.3,1475971200.0,2.0,1963403.41,1800000.0,1855673
2016.0,2016-10-12,h,240.0,183.48,2.0,1.0,0.0,Albert Park,3.3,1476230400.0,2.0,1963403.41,1810000.0,1806644
2016.0,2016-10-12,h,177.0,181.0,3.0,2.0,1.0,Albert Park,3.3,1476230400.0,2.0,1963403.41,2615000.0,2096357
2016.0,2016-10-12,h,237.0,187.35,5.0,2.0,1.0,Albert Park,3.3,1476230400.0,2.0,1963403.41,2100000.0,2191921
2016.0,2016-10-12,h,129.0,168.52,3.0,1.0,0.0,Albert Park,3.3,1476230400.0,2.0,1963403.41,1300000.0,1343723
2016.0,2016-12-06,h,637.13,85.0,3.0,2.0,2.0,Albert Park,3.3,1480982400.0,2.0,1963403.41,1370000.0,1671697
2016.0,2016-12-11,h,288.0,157.33,2.0,1.0,0.0,Albert Park,3.3,1481414400.0,2.0,1963403.41,1000000.0,1167200
2016.0,2016-10-15,h,228.0,190.09,3.0,2.0,1.0,Albert Park,3.3,1476489600.0,2.0,1963403.41,2575000.0,2738610
2016.0,2016-10-15,h,149.0,98.0,2.0,1.0,0.0,Albert Park,3.3,1476489600.0,2.0,1963403.41,1322500.0,1381863
2016.0,2016-10-15,h,141.0,83.0,2.0,1.0,0.0,Albert Park,3.3,1476489600.0,2.0,1963403.41,1562500.0,1369496
2016.0,2016-04-16,h,211.0,147.0,3.0,2.0,1.0,Albert Park,3.3,1460764800.0,2.0,1963403.41,2000000.0,1833774
2017.0,2017-03-18,h,209.0,184.91,3.0,1.0,0.0,Albert Park,3.3,1489795200.0,2.0,1963403.41,1900000.0,1814034
2017.0,2017-03-18,h,147.0,146.0,3.0,2.0,0.0,Albert Park,3.3,1489795200.0,2.0,1963403.41,3010000.0,1534989
2016.0,2016-06-18,h,327.0,254.0,4.0,3.0,1.0,Albert Park,3.3,1466208000.0,2.0,1963403.41,2800000.0,2760636
2016.0,2016-05-22,u,616.07,125.37,2.0,1.0,1.0,Albert Park,3.3,1463875200.0,0.0,1963403.41,647000.0,643226
2016.0,2016-04-23,h,120.0,123.0,2.5,1.0,1.0,Albert Park,3.3,1461369600.0,2.0,1963403.41,2100000.0,1796573
2016.0,2016-09-24,h,238.0,131.0,3.0,1.0,1.0,Albert Park,3.3,1474675200.0,2.0,1963403.41,2000000.0,2037805
2017.0,2017-02-25,u,626.99,34.0,1.0,1.0,0.0,Albert Park,3.3,1487980800.0,0.0,1963403.41,442500.0,390863
2017.0,2017-02-25,h,330.0,207.0,4.0,2.0,1.0,Albert Park,3.3,1487980800.0,2.0,1963403.41,4735000.0,2547702
2017.0,2017-02-25,h,136.0,170.47,2.0,1.0,0.0,Albert Park,3.3,1487980800.0,2.0,1963403.41,1340000.0,1549053
2017.0,2017-02-25,h,202.0,183.45,3.0,1.0,1.0,Albert Park,3.3,1487980800.0,2.0,1963403.41,1801000.0,1929666
2016.0,2016-07-26,h,593.44,176.13,3.0,3.0,1.0,Albert Park,3.3,1469491200.0,2.0,1963403.41,1532000.0,1577742
2016.0,2016-07-26,h,325.0,191.46,3.0,2.0,2.0,Albert Park,3.3,1469491200.0,2.0,1963403.41,3755000.0,3563501
2016.0,2016-06-27,h,183.0,145.0,3.5,2.0,1.0,Albert Park,3.3,1466985600.0,2.0,1963403.41,2140000.0,2094984
2016.0,2016-06-27,u,596.36,183.19,2.0,1.82,1.85,Albert Park,3.3,1466985600.0,0.0,1963403.41,1810000.0,1805465
2016.0,2016-11-27,h,162.0,182.41,2.0,1.0,1.0,Albert Park,3.3,1480204800.0,2.0,1963403.41,1750000.0,1844155
2016.0,2016-05-28,h,79.0,68.0,2.0,1.0,0.0,Albert Park,3.3,1464393600.0,2.0,1963403.41,980000.0,1033722
2016.0,2016-08-28,h,152.0,186.21,3.0,2.0,0.0,Albert Park,3.3,1472342400.0,2.0,1963403.41,2030000.0,2030187
2016.0,2016-08-28,h,147.0,134.0,3.0,2.0,2.0,Albert Park,3.3,1472342400.0,2.0,1963403.41,1740000.0,1853222
2016.0,2016-07-30,h,702.34,190.8,3.0,3.0,1.0,Albert Park,3.3,1469836800.0,2.0,1963403.41,2800000.0,2820889
2016.0,2016-07-30,h,81.0,54.0,1.0,1.0,0.0,Albert Park,3.3,1469836800.0,2.0,1963403.41,985000.0,911711
2016.0,2016-03-09,h,853.0,263.0,3.5,2.0,4.0,Alphington,6.4,1457481600.0,2.0,1360574.07,2000000.0,2210768
2016.0,2016-03-09,h,208.0,161.94,3.0,2.0,2.0,Alphington,6.4,1457481600.0,2.0,1360574.07,1110000.0,1152675
2017.0,2017-04-03,h,411.0,174.74,3.0,2.0,2.0,Alphington,6.4,1491177600.0,2.0,1360574.07,1492000.0,1536954
2016.0,2016-07-05,u,627.29,121.03,2.0,1.32,1.46,Alphington,6.4,1467676800.0,0.0,1360574.07,480000.0,470353
2016.0,2016-08-10,t,637.21,168.61,3.0,1.65,1.76,Alphington,6.4,1470787200.0,1.0,1360574.07,1304000.0,1272477
2016.0,2016-08-10,h,599.0,203.0,4.0,2.0,1.0,Alphington,6.4,1470787200.0,2.0,1360574.07,1717500.0,1820894
2016.0,2016-12-06,h,809.0,165.0,5.0,4.0,4.0,Alphington,6.4,1480982400.0,2.0,1360574.07,2840000.0,2774986
2016.0,2016-12-11,u,88.0,60.0,2.0,1.0,1.0,Alphington,6.4,1481414400.0,0.0,1360574.07,525500.0,610313
2016.0,2016-12-11,t,155.0,140.0,2.0,2.0,3.0,Alphington,6.4,1481414400.0,1.0,1360574.07,805000.0,843329
2016.0,2016-12-11,u,627.24,121.03,2.0,1.0,1.0,Alphington,6.4,1481414400.0,0.0,1360574.07,465000.0,439306
2016.0,2016-08-13,h,599.1,174.48,3.0,1.72,1.8,Alphington,6.4,1471046400.0,2.0,1360574.07,1480000.0,1501788
2016.0,2016-10-15,h,686.0,185.94,3.0,3.0,2.0,Alphington,6.4,1476489600.0,2.0,1360574.07,2000000.0,2028236
2016.0,2016-04-16,h,592.0,176.47,3.0,1.0,2.0,Alphington,6.4,1460764800.0,2.0,1360574.07,1540000.0,1466421
2016.0,2016-09-17,u,620.42,121.51,2.0,1.38,1.59,Alphington,6.4,1474070400.0,0.0,1360574.07,590000.0,580694
2017.0,2017-03-18,u,183.0,138.78,2.0,1.0,1.0,Alphington,6.4,1489795200.0,0.0,1360574.07,820000.0,759395
2016.0,2016-11-19,h,606.0,112.0,4.0,2.0,2.0,Alphington,6.4,1479513600.0,2.0,1360574.07,1830000.0,1504355
2016.0,2016-11-19,h,575.0,271.0,4.0,2.0,2.0,Alphington,6.4,1479513600.0,2.0,1360574.07,2100000.0,1995959
2016.0,2016-05-22,h,180.0,131.0,3.0,1.0,1.0,Alphington,6.4,1463875200.0,2.0,1360574.07,865000.0,1067180
2016.0,2016-05-22,u,628.08,60.0,2.0,1.0,1.0,Alphington,6.4,1463875200.0,0.0,1360574.07,390000.0,404843
2016.0,2016-09-24,t,614.32,125.49,1.0,1.0,0.0,Alphington,6.4,1474675200.0,1.0,1360574.07,650000.0,623810
2017.0,2017-02-25,u,627.01,61.0,2.0,1.0,1.0,Alphington,6.4,1487980800.0,0.0,1360574.07,512000.0,454078
2017.0,2017-02-25,h,636.67,170.81,3.0,1.68,1.77,Alphington,6.4,1487980800.0,2.0,1360574.07,1361000.0,1400901
2016.0,2016-07-26,h,637.86,169.02,3.0,1.66,1.76,Alphington,6.4,1469491200.0,2.0,1360574.07,1310000.0,1316964
2016.0,2016-06-27,h,630.24,121.13,3.0,1.37,1.57,Alphington,6.4,1466985600.0,2.0,1360574.07,570000.0,842091
2016.0,2016-06-27,h,979.0,164.24,3.0,1.0,2.0,Alphington,6.4,1466985600.0,2.0,1360574.07,1165000.0,1491578
2016.0,2016-11-27,u,626.76,121.02,2.0,1.34,1.51,Alphington,6.4,1480204800.0,0.0,1360574.07,530000.0,504869
2016.0,2016-11-27,h,556.0,272.0,4.0,2.0,2.0,Alphington,6.4,1480204800.0,2.0,1360574.07,1900000.0,2000228
2016.0,2016-08-28,h,597.0,174.72,3.0,0.0,0.0,Alphington,6.4,1472342400.0,2.0,1360574.07,1485000.0,1473276
2016.0,2016-07-30,h,589.0,210.0,4.0,2.0,3.0,Alphington,6.4,1469836800.0,2.0,1360574.07,1950000.0,1895978
2016.0,2016-03-09,h,352.0,242.0,3.0,2.0,1.0,Altona,13.8,1457481600.0,2.0,868666.16,520000.0,717896
2016.0,2016-03-12,h,729.0,268.0,5.0,3.0,3.0,Altona,13.8,1457740800.0,2.0,868666.16,1525000.0,1457892
2016.0,2016-04-02,t,292.0,125.0,2.0,1.0,2.0,Altona,13.8,1459555200.0,1.0,868666.16,720000.0,656143
2017.0,2017-04-03,h,506.0,120.0,3.0,1.0,2.0,Altona,13.8,1491177600.0,2.0,868666.16,1120000.0,818607
2016.0,2016-04-06,h,655.0,136.22,4.0,1.0,4.0,Altona,13.8,1459900800.0,2.0,868666.16,780000.0,816243
2016.0,2016-04-06,h,1057.0,220.0,4.0,3.0,6.0,Altona,13.8,1459900800.0,2.0,868666.16,1780000.0,1637059
2016.0,2016-06-08,u,311.0,94.0,2.5,1.0,2.0,Altona,13.8,1465344000.0,0.0,868666.16,630000.0,577326
2016.0,2016-06-08,u,65.0,121.0,2.0,1.0,1.0,Altona,13.8,1465344000.0,0.0,868666.16,406000.0,419782
2016.0,2016-07-05,h,602.0,123.0,3.0,1.0,1.0,Altona,13.8,1467676800.0,2.0,868666.16,660000.0,734555
2016.0,2016-07-11,h,530.0,128.49,3.0,1.0,1.0,Altona,13.8,1468195200.0,2.0,868666.16,683500.0,734374
